No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;dpoy;fmvps;mvps;rings;sixmans
342;安德鲁-威金斯;Andrew Wiggins;3;2;9;66;82;72;76;88;70;71;76;83;74;80;77;79;79;20;1;森林狼;22;3;5760000;0;201401;148;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
343;里基-卢比奥;Ricky Rubio;1;0;8;89;70;73;79;79;60;67;76;65;74;76;81;73;78;25;4;森林狼;22;4;12000000;0;200905;262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;扎克-拉文;Zach LaVine;2;3;9;72;77;82;72;80;64;67;68;76;80;73;78;71;75;20;1;森林狼;22;3;2150000;0;201413;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;内马尼亚-别利察;Nemanja Bjelica;4;5;7;68;72;74;69;79;72;74;68;70;74;65;72;75;74;27;0;森林狼;22;2;4000000;0;201035;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;凯文-加内特;Kevin Garnett;4;5;10;74;75;60;76;74;75;77;72;70;64;68;71;77;74;39;20;森林狼;22;2;8500000;0;199505;39;0;15;1;4;3;2;0;0;0;4;0;0;0;9;3;1;0;1;1;0
347;戈尔吉-迪昂;Gorgui Dieng;5;4;7;58;77;60;68;81;79;77;63;73;60;65;67;79;73;25;2;森林狼;22;2;1470000;0;201321;441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;泰厄斯-琼斯;Tyus Jones;1;0;7;80;69;71;72;77;61;65;69;67;71;70;75;69;72;19;0;森林狼;22;4;1280000;0;201554;656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;沙巴兹-穆罕默德;Shabazz Muhammad;3;2;7;62;74;68;69;78;67;69;71;72;68;67;68;72;71;23;2;森林狼;22;3;1970000;0;201314;1341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;泰肖恩-普林斯;Tayshaun Prince;3;4;7;66;65;72;68;74;65;65;73;64;70;62;66;70;68;35;13;森林狼;22;1;1500000;0;200223;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0
351;尼科拉-佩科维奇;Nikola Pekovic;5;0;6;61;74;58;67;76;68;72;60;68;55;62;64;71;67;29;5;森林狼;22;2;12100000;0;200831;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;达米扬-鲁德兹;Damjan Rudez;3;4;5;62;68;64;74;64;64;68;70;65;67;82;67;66;67;29;1;森林狼;22;2;1150000;0;201206;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
353;阿德里安-佩恩;Adreian Payne;4;5;5;63;68;64;62;74;65;68;60;64;57;64;62;67;65;24;1;森林狼;22;2;1940000;0;201415;1383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;格雷格-史密斯;Greg Smith;4;3;5;60;66;63;62;71;62;61;64;62;66;50;60;63;62;24;4;森林狼;22;1;250000;0;0;3085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
355;达米安-利拉德;Damian Lillard;1;0;10;82;81;91;89;87;65;67;72;87;90;89;93;75;85;25;3;开拓者;23;1;4240000;0;201206;45;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
356;CJ-麦科勒姆;CJ McCollum;2;1;8;73;78;85;88;84;64;67;67;80;87;85;85;72;79;24;2;开拓者;23;2;2530000;0;201310;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;艾尔-法鲁克-阿米奴;Al-Farouq Aminu;4;3;7;62;72;74;68;82;69;79;68;69;72;71;70;77;74;25;5;开拓者;23;2;7500000;0;201008;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;阿伦-克拉布;Allen Crabbe;3;4;7;65;76;78;74;79;65;66;71;72;73;66;73;71;73;23;2;开拓者;23;1;950000;0;201331;1139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;梅耶斯-伦纳德;Meyers Leonard;5;4;6;60;70;77;71;77;67;71;62;67;73;59;69;71;70;23;3;开拓者;23;1;3080000;0;201211;1231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;埃德-戴维斯;Ed Davis;5;4;6;62;75;60;65;79;69;74;63;67;60;65;65;73;70;26;5;开拓者;23;3;7000000;0;201013;428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;梅森-普拉姆利;Mason Plumlee;5;0;7;63;73;61;64;76;72;71;65;71;60;62;66;73;69;25;2;开拓者;23;2;1540000;0;201322;1397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;莫里斯-哈克利斯;Maurice Harkless;3;4;6;60;67;69;66;79;67;66;74;64;69;67;64;73;69;22;3;开拓者;23;1;2890000;0;201215;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;杰拉德-亨德森;Gerald Henderson;2;3;6;65;72;70;67;81;66;65;68;69;67;60;66;71;68;28;6;开拓者;23;1;6000000;0;200912;2522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;诺阿-冯莱;Noah Vonleh;4;0;6;60;67;60;67;79;68;72;63;69;60;66;63;72;68;20;1;开拓者;23;2;2640000;0;201409;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;克里斯-卡曼;Chris Kaman;5;0;7;64;70;67;72;72;71;69;57;68;62;67;68;69;68;33;12;开拓者;23;1;5000000;0;200306;244;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;布莱恩-罗伯茨;Brian Roberts;4;5;6;66;69;67;65;76;67;70;60;66;62;62;65;69;67;30;3;开拓者;23;1;2850000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;帕特-康诺顿;Pat Connaughton;2;3;7;64;72;67;65;79;62;64;71;69;65;67;65;70;67;22;0;开拓者;23;2;530000;0;201541;1127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;路易斯-蒙特罗;Luis Montero;2;3;5;65;67;67;68;76;62;64;67;67;65;60;64;67;66;22;0;开拓者;23;1;530000;0;0;2958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;克里夫-亚历山大;Cliff Alexander;4;0;5;57;68;60;62;74;65;66;58;67;58;54;59;66;62;20;0;开拓者;23;1;530000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;凯文-杜兰特;Kevin Durant;3;4;11;76;90;88;96;91;77;79;77;88;87;95;94;86;91;27;8;雷霆;24;1;20160000;0;200702;29;0;6;1;5;0;0;0;0;0;0;1;4;0;0;0;0;0;1;0;0
371;拉塞尔-威斯布鲁克;Russell Westbrook;1;2;10;90;92;78;85;92;71;81;80;90;82;86;93;87;90;27;7;雷霆;24;1;16540000;0;200804;74;0;4;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
372;赛尔吉-伊巴卡;Serge Ibaka;4;5;8;66;78;74;84;79;83;79;67;72;68;78;76;81;79;26;6;雷霆;24;2;12250000;0;200824;331;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0
373;史蒂文-亚当斯;Steven Adams;5;0;8;64;81;60;62;85;80;88;65;77;60;62;69;86;78;22;2;雷霆;24;2;2280000;0;201312;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;狗特;Enes Kanter Freedom;5;4;7;62;80;62;71;78;77;81;60;75;60;68;70;78;75;23;4;雷霆;24;3;5190000;0;201103;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
375;迪昂-维特斯;Dion Waiters;2;1;7;65;72;76;73;80;62;65;69;72;76;74;73;70;71;24;3;雷霆;24;1;5140000;0;201204;316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
376;卡梅隆-佩恩;Cameron Payne;1;0;7;72;68;74;71;77;60;63;68;65;73;70;72;68;70;21;0;雷霆;24;4;2020000;0;201514;647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;安德烈-罗伯森;Andre Roberson;2;3;7;60;65;63;62;77;71;68;84;63;60;60;59;78;68;24;2;雷霆;24;2;1210000;0;201326;592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;纳兹尔-莫罕默德;Nazr Mohammed;5;0;9;62;72;61;64;72;67;73;62;68;61;65;65;69;67;38;17;雷霆;24;1;350000;0;199829;1326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
379;兰迪-弗耶;Randy Foye;2;1;6;64;66;75;72;74;62;64;64;65;67;64;66;65;66;32;9;雷霆;24;1;3270000;0;200607;1794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;米奇-麦加里;Mitch McGary;5;4;6;62;66;65;64;65;63;65;67;79;81;75;70;63;66;23;1;雷霆;24;2;1460000;0;201421;1279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;安东尼-莫罗;Anthony Morrow;3;2;6;60;64;69;68;75;62;63;64;63;68;69;64;65;65;30;7;雷霆;24;1;3340000;0;0;2118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;凯尔-辛格勒;Kyle Singler;3;4;6;64;67;71;73;72;60;64;66;64;63;54;64;65;65;27;3;雷霆;24;3;5000000;0;201233;2240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;尼克-科里森;Nick Collison;4;5;6;62;67;62;64;73;67;68;60;67;62;51;61;67;64;35;11;雷霆;24;2;3750000;0;200312;1135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;约什-胡斯蒂斯;Josh Huestis;3;4;5;60;66;63;62;70;65;63;67;64;60;61;59;65;63;24;0;雷霆;24;2;1140000;0;201429;1051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;戈登-海沃德;Gordon Hayward;3;4;8;78;81;78;82;83;70;72;73;79;80;81;83;77;81;25;5;爵士;25;2;15410000;0;201009;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;德里克-费沃斯;Derrick Favors;4;5;7;65;86;62;82;81;84;82;68;80;58;78;76;84;80;24;5;爵士;25;3;11930000;0;201003;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;鲁迪-戈贝尔;Rudy Gobert;5;0;9;62;80;60;63;84;88;88;66;78;58;62;68;89;79;23;2;爵士;25;2;1180000;0;201327;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
388;乔-英格尔斯;Joe Ingles;3;4;7;74;68;87;68;85;64;67;72;65;78;63;74;74;75;28;1;爵士;25;2;2250000;0;0;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
389;罗德尼-胡德;Rodney Hood;2;3;7;68;68;82;76;82;64;67;66;67;80;70;74;71;73;23;1;爵士;25;3;1350000;0;201423;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;亚历克-伯克斯;Alec Burks;2;3;7;68;72;70;67;85;62;67;65;75;74;72;70;71;71;24;4;爵士;25;4;9210000;0;201112;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
391;谢尔文-马克;Shelvin Mack;1;2;6;77;72;68;71;78;61;67;67;68;72;70;73;69;71;26;4;爵士;25;2;2430000;0;201134;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392;特雷-伯克;Trey Burke;1;0;7;71;66;76;71;79;63;65;65;65;76;72;73;68;71;23;2;爵士;25;2;2660000;0;201309;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;杰夫-维希;Jeff Withey;5;0;5;60;71;61;59;75;77;76;59;65;59;64;62;75;69;25;2;爵士;25;2;950000;0;201339;1546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
394;特雷-莱尔斯;Trey Lyles;4;0;6;61;66;71;65;78;67;72;59;68;68;69;65;70;68;20;0;爵士;25;3;2240000;0;201512;1183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
395;特雷沃-布克;Trevor Booker;3;4;7;60;68;71;79;76;60;70;60;66;71;68;68;66;68;28;5;爵士;25;1;4780000;0;201023;872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
396;劳尔-内托;Raul Neto;1;0;6;68;65;75;64;76;61;64;63;66;70;64;68;66;67;23;0;爵士;25;2;1000000;0;201347;1356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
397;克里斯-约翰逊;Chris Johnson;3;0;5;62;66;64;62;73;64;64;63;61;62;64;61;65;64;25;3;爵士;25;1;980000;0;0;3075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
398;蒂博尔-佩莱斯;Tibor Pleiss;5;0;5;60;66;58;62;76;66;70;55;64;55;59;59;68;64;26;0;爵士;25;2;3000000;0;201031;1385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;伊利亚-米尔萨普;Elijah Millsap;2;0;5;68;65;63;61;74;63;63;63;63;63;56;61;65;63;28;1;爵士;25;1;360000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
400;埃里克-格林;Erick Green;2;0;5;61;57;63;58;72;59;63;60;59;63;58;56;62;59;24;1;爵士;25;1;100000;0;201346;992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401;J.J.奥布莱恩;J.J. O'Brien;3;0;5;59;60;58;60;70;61;62;55;60;59;59;56;60;58;23;0;爵士;25;1;110000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402;斯蒂芬-库里;Stephen Curry;1;2;11;87;89;96;91;90;68;72;79;89;96;86;99;82;92;27;6;勇士;26;2;11370000;0;200907;11;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
403;德雷蒙德-格林;Draymond Green;4;5;10;85;84;80;72;90;84;84;82;80;77;70;84;91;88;25;3;勇士;26;4;14300000;0;201235;104;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
404;克莱-汤普森;Klay Thompson;2;3;10;69;81;94;90;86;69;68;84;82;90;86;88;81;85;25;4;勇士;26;4;15500000;0;201111;147;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
405;安德烈-伊戈达拉;Andre Iguodala;3;4;9;78;80;78;68;83;71;75;88;75;70;60;75;83;80;31;11;勇士;26;2;11710000;0;200409;332;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0
406;哈里森-巴恩斯;Harrison Barnes;3;4;8;67;75;75;82;84;66;72;62;72;73;78;75;72;75;23;3;勇士;26;1;3870000;0;201207;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
407;安德鲁-博古特;Andrew Bogut;5;0;7;67;80;58;63;80;81;79;66;74;58;63;68;81;75;31;10;勇士;26;2;12000000;0;200501;199;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
408;费斯图斯-艾泽利;Festus Ezeli;5;0;6;60;76;55;64;79;76;77;61;67;58;64;64;77;71;26;3;勇士;26;1;2010000;0;201230;787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
409;肖恩-利文斯顿;Shaun Livingston;1;2;7;75;76;65;81;75;65;65;68;70;60;74;74;69;71;30;11;勇士;26;2;5540000;0;200404;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
410;马利斯-斯贝茨;Marreese Speights;4;5;7;62;71;69;78;77;68;67;62;65;67;77;70;69;70;28;7;勇士;26;1;3820000;0;200816;1454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
411;莱昂德罗-巴博萨;Leandro Barbosa;1;2;7;68;73;75;79;76;63;60;67;70;70;67;73;67;70;33;12;勇士;26;1;2500000;0;200328;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
412;布兰登-拉什;Brandon Rush;3;2;6;63;67;77;73;77;66;64;71;67;68;60;67;70;70;30;7;勇士;26;1;1270000;0;200813;1178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
413;安德森-瓦莱乔;Anderson Varejão;5;4;6;61;72;60;67;74;72;68;68;68;58;60;64;71;68;33;11;勇士;26;1;9640000;0;200431;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
414;凯文-卢尼;Kevon Looney;5;4;7;60;71;60;60;78;71;76;60;68;60;56;62;74;68;19;0;勇士;26;4;1130000;0;201530;586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
415;伊安-克拉克;Ian Clark;2;1;5;67;67;72;72;73;60;63;66;66;67;61;67;65;66;24;2;勇士;26;2;950000;0;0;1144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
416;詹姆斯-迈克尔-麦卡杜;James Michael McAdoo;4;3;5;60;60;56;60;75;68;71;62;60;57;54;55;70;63;23;1;勇士;26;3;1310000;0;201630;1274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
417;克里斯-保罗;Chris Paul;1;0;10;94;84;85;91;85;63;68;88;78;80;88;94;82;89;30;10;快船;27;3;21470000;0;200504;22;0;8;1;4;2;1;0;0;4;0;1;0;6;5;2;0;0;0;0;0
418;布雷克-格里芬;Blake Griffin;4;5;9;77;90;70;82;87;75;83;72;88;68;80;85;84;84;26;5;快船;27;1;18910000;0;200901;103;0;5;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
419;德安德鲁-乔丹;DeAndre Jordan;5;0;8;60;90;57;61;89;92;92;67;80;58;61;70;94;83;27;7;快船;27;4;19500000;0;200835;293;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0
420;J.J.雷迪克;J.J. Redick;2;1;7;68;66;91;82;79;62;65;64;65;84;75;78;68;73;31;9;快船;27;2;6870000;0;200611;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421;贾马尔-克劳福德;Jamal Crawford;2;1;7;70;72;82;77;79;62;65;65;72;78;77;77;68;73;35;15;快船;27;1;5680000;0;200008;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
422;杰夫-格林;Jeff Green;3;4;7;63;78;73;71;79;67;69;68;72;69;70;70;72;72;29;8;快船;27;1;9200000;0;200705;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
423;奥斯汀-里弗斯;Austin Rivers;1;2;7;67;72;70;69;79;63;65;73;72;74;68;70;72;71;23;3;快船;27;1;3100000;0;201210;1217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
424;韦斯利-约翰逊;Wesley Johnson;3;0;6;61;72;70;67;80;67;69;71;69;71;65;66;73;71;28;5;快船;27;1;1100000;0;201004;741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;卢克-理查德-巴莫特;Luc Richard Mbah a Moute;3;4;7;63;68;72;69;78;66;68;76;67;73;67;67;73;71;29;7;快船;27;2;1270000;0;200837;831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;保罗-皮尔斯;Paul Pierce;3;4;9;67;69;79;73;72;64;67;69;68;71;63;70;68;70;38;17;快船;27;2;3400000;0;199810;138;0;10;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0
427;科尔-阿尔德里奇;Cole Aldrich;4;5;6;62;73;60;61;78;69;73;60;68;60;60;63;72;67;27;5;快船;27;1;1100000;0;201011;753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;巴勃罗-普里吉奥尼;Pablo Prigioni;1;2;6;69;67;72;66;72;60;64;67;64;67;65;68;66;67;38;3;快船;27;2;980000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;杰夫-艾尔斯;Jeff Ayres;5;0;5;60;71;62;60;76;66;67;58;68;60;61;63;67;65;28;6;快船;27;1;320000;0;200931;782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
430;布兰登-道森;Branden Dawson;4;3;5;60;66;66;67;73;63;67;63;66;69;65;65;66;65;22;0;快船;27;1;530000;0;201556;1765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;C.J.威尔考克斯;C.J.Wilcox;2;3;5;60;68;60;64;75;64;68;65;65;60;64;60;68;64;25;1;快船;27;1;1160000;0;201430;1514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
432;科比-布莱恩特;Kobe Bryant;2;3;11;70;76;78;86;82;66;72;73;76;77;85;80;76;78;37;19;湖人;28;1;25000000;0;199613;10;0;17;4;11;2;2;0;0;0;0;0;2;0;9;3;0;2;1;5;0
433;朱利叶斯-兰德尔;Julius Randle;4;5;8;70;80;67;76;80;72;81;64;80;72;76;77;77;77;21;1;湖人;28;3;3130000;0;201407;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
434;乔丹-克拉克森;Jordan Clarkson;2;1;7;70;76;78;77;81;62;65;68;78;76;75;77;70;74;23;1;湖人;28;1;850000;0;201446;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
435;路易斯-威廉姆斯;Lou Williams;2;1;7;75;74;78;78;80;62;65;67;75;79;74;78;69;74;29;10;湖人;28;3;7000000;0;200545;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
436;丹吉洛-拉塞尔;D'Angelo Russell;1;0;8;74;71;78;77;76;62;63;65;72;79;79;78;66;73;19;0;湖人;28;4;5100000;0;201502;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;小拉里-南斯;Larry Nance Jr.;4;5;6;62;76;62;65;82;70;72;67;74;62;64;67;75;71;22;0;湖人;28;4;1160000;0;201527;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
438;罗伊-希伯特;Roy Hibbert;5;0;6;58;72;57;63;76;78;74;60;73;57;61;63;75;70;29;7;湖人;28;1;15500000;0;200817;324;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
439;尼克-杨;Nick Young;2;1;6;62;67;76;71;78;63;65;66;68;74;71;69;68;69;30;8;湖人;28;2;5220000;0;200716;728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
440;布兰登-巴斯;Brandon Bass;4;5;6;60;73;60;69;80;68;73;62;70;60;62;64;73;69;30;10;湖人;28;1;3000000;0;200533;832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441;罗恩-阿泰斯特;Metta World Peace;3;4;6;61;66;66;64;75;65;67;72;67;65;56;61;70;66;36;16;湖人;28;2;1500000;0;199916;171;0;1;0;0;0;1;0;0;0;0;0;0;0;2;2;1;0;0;1;0
442;罗伯特-萨克雷;Robert Sacre;5;0;5;57;67;56;64;74;68;72;59;67;58;54;59;70;65;26;3;湖人;28;1;980000;0;201260;1427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;塔里克-布莱克;Tarik Black;5;4;5;60;67;58;60;75;66;71;61;63;58;52;59;69;64;24;1;湖人;28;1;850000;0;0;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444;安东尼-布朗;Anthony Brown;3;4;5;60;65;63;62;73;60;65;66;63;67;59;60;65;63;23;0;湖人;28;1;700000;0;201534;2830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445;莱恩-凯利;Ryan Kelly;4;5;6;60;65;67;67;72;60;63;57;63;72;56;63;62;62;24;2;湖人;28;1;1720000;0;201348;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;马赛洛-赫尔塔斯;Marcelo Huertas;1;2;6;68;63;56;64;73;60;63;56;62;57;64;61;61;61;32;0;湖人;28;1;530000;0;0;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;埃里克-布莱德索;Eric Bledsoe;1;2;8;80;75;72;75;85;68;68;85;80;81;81;81;82;81;26;5;太阳;29;3;13000000;0;201018;408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448;布兰顿-奈特;Brandon Knight;1;2;7;80;75;78;76;80;63;66;65;77;83;79;83;69;77;24;4;太阳;29;4;12000000;0;201108;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
449;德文-布克;Devin Booker;2;1;10;72;76;81;83;82;64;65;68;79;81;82;81;71;76;19;0;太阳;29;4;2130000;0;201513;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;PJ-塔克;P.J. Tucker;4;3;7;60;67;79;65;84;77;76;79;69;74;65;68;83;76;30;9;太阳;29;1;5500000;0;200635;690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451;TJ-沃伦;T.J. Warren;3;4;8;64;83;71;75;82;67;72;68;78;64;77;74;74;75;22;1;太阳;29;3;2040000;0;201414;318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;亚历克斯-莱恩;Alex Len;5;0;7;61;77;59;66;81;77;82;60;74;59;72;68;80;74;22;2;太阳;29;2;3810000;0;201305;1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;泰森-钱德勒;Tyson Chandler;5;0;6;62;80;57;61;79;71;85;61;75;56;58;66;78;72;33;14;太阳;29;3;1310000;0;200102;292;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;1;0;0;1;0
454;米尔扎-泰利托维奇;Mirza Teletović;4;3;6;64;68;87;68;78;65;65;64;68;77;69;73;68;71;30;3;太阳;29;1;5500000;0;0;2951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455;乔恩-洛伊尔;Jon Leuer;4;5;6;60;74;71;66;78;66;75;58;74;66;71;70;71;70;26;4;太阳;29;1;1040000;0;201140;1248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;罗尼-普莱斯;Ronnie Price;1;2;5;69;65;72;63;76;60;63;78;65;75;65;68;72;70;32;10;太阳;29;1;1500000;0;0;3042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
