No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info
637;伊格纳斯-布拉兹代基斯;Ignas Brazdeikis;3;2;8;56;70;64;69;71;56;60;67;63;64;52;60;62;62;24;3;0;0;0;0;0;201947;1734;0
638;盖尔-博尼利亚;Gael Bonilla;2;0;7;62;62;66;65;61;53;64;69;67;72;65;63;60;62;20;0;0;0;0;0;0;0;5001;0
639;沃尔特-布朗;Walter Brown;1;0;7;80;66;77;56;54;52;52;62;65;75;58;71;51;62;20;0;0;0;0;0;0;0;5001;0
640;阿姆尔-扎赫兰;Amr Zahran;2;0;7;77;59;65;60;66;56;61;59;65;71;60;65;58;62;21;0;0;0;0;0;0;0;5001;0
641;莫哈梅特-迪乌夫;Mouhamet Diouf;4;5;7;60;68;60;60;68;72;61;51;66;65;62;62;62;62;21;0;0;0;0;0;0;0;5001;穆哈迈特-拉苏尔-迪乌夫（Mouhamet Rassoul Diouf）是一名篮球运动员，出生于 2001 年 9 月 10 日。身高六英尺九英寸（2米06/6-9）。他是一名大前锋，最近曾为意大利队效力。
642;刘礼嘉;LiuLiJia;4;3;6;56;66;60;58;71;60;64;65;68;63;60;59;64;61;19;2;0;0;0;0;0;202200;5001;刘礼嘉，2004年8月17日出生，中国职业男子篮球运动员，司职大前锋，效力上海久事大鲨鱼俱乐部。
643;亨利-埃伦森;Henry Ellenson;4;0;6;64;68;65;66;73;60;64;47;63;64;51;63;60;61;27;7;0;0;0;0;0;201618;1652;亨利-约翰-埃伦森（Henry John Ellenson），出生于 1997 年 1 月 13 日，美国职业篮球运动员，效力于 NBA G 联盟威斯康辛赫德队。他曾在马奎特大学打了一个赛季的篮球，后在 2016 年 NBA 选秀大会上以总第 18 顺位被底特律活塞队选中。
644;热迈厄斯-拉姆齐;Jahmi'us Ramsey;2;1;7;60;71;67;68;68;48;62;65;65;69;49;62;59;61;22;4;0;0;0;0;0;202043;1942;贾米-拉姆齐（Jahmi'us Ramsey，2001 年 6 月 9 日出生），美国职业篮球运动员，现效力于 NBA G 联盟俄克拉荷马城蓝队。他曾效力于德克萨斯理工大学红色突击队（Texas Tech Red Raiders）。
645;大卫-斯托克顿;David Stockton;1;0;6;73;58;68;59;55;62;55;61;63;69;65;66;54;61;33;2;0;0;0;0;0;0;5001;大卫-詹姆斯-斯托克顿（David James Stockton，1991 年 6 月 24 日出生），美国职业篮球运动员，效力于 NBA G 联盟的山谷太阳队。他曾在贡萨加牛头犬队打大学篮球，是名人堂控球后卫约翰-斯托克顿的儿子。
646;内特-辛顿;Nate Hinton;2;3;6;68;70;59;69;69;50;51;70;63;60;54;62;59;60;25;4;0;0;0;0;0;202000;2238;纳撒尼尔-罗伯特-辛顿（Nathaniel Robert Hinton，出生于 1999 年 6 月 8 日），美国职业篮球运动员，现效力于 NBA G 联盟里奥格兰德河谷毒蛇队。他曾在休斯顿美洲狮队打大学篮球。
647;查森-兰德尔;Chasson Randle;1;2;6;64;63;63;63;64;59;63;66;61;66;36;59;62;60;32;9;0;0;0;0;0;201500;1952;查森-兰德尔（生于 1993 年 2 月 5 日），美国职业篮球运动员，现效力于 NBA G 联盟爱荷华森林狼队。他曾效力于斯坦福大学红衣主教队。作为 2014-15 学年的大四学生，他被认为是全美最出色的控球后卫之一。兰德尔出生于伊利诺伊州的岩石岛，曾在岩石岛高中打篮球。
648;保罗-沃特森;Paul Watson;2;1;6;61;65;64;71;64;60;59;63;61;65;54;60;59;60;30;0;0;0;0;0;0;201700;2219;小保罗-沃特森（生于 1994 年 12 月 30 日）是一名美国职业篮球运动员，效力于 NBA G 联盟的山谷太阳队。他曾在弗雷斯诺州立大学牛头犬队打大学篮球。
649;亚当-莫科卡;Adam Mokoka;2;1;8;66;72;60;68;68;57;60;59;63;61;51;61;59;60;26;5;0;0;0;0;0;201900;2043;亚当-莫科卡（Adam Mokoka）（1998 年 7 月 18 日出生）是一名法国职业篮球运动员。他目前效力于罗马尼亚甲级联赛 U-BT Cluj-Napoca 队和欧洲杯。他主要司职投篮后卫。
650;安热伊斯-帕塞奇尼克斯;Anzejs Pasecniks;5;4;8;52;72;62;64;68;57;67;51;63;60;44;59;59;59;28;6;0;0;0;0;0;201725;2069;0
651;内特-达林;Nate Darling;1;2;6;62;58;65;65;64;53;54;63;60;68;37;58;56;57;26;4;0;0;0;0;0;202000;1754;内森-约瑟夫-达林（Nathan Joseph Darling，出生于 1998 年 8 月 30 日），加拿大职业篮球运动员，现效力于 NBA G 联盟圣迭戈快船队。他曾在大学篮球队 UAB Blazers 和特拉华州 Fightin' Blue Hens 打球。他是 NBA 历史上第一位也是唯一一位蓝鹰队球员。;
652;埃利-奥科博;Elie Okobo;2;3;8;62;60;61;59;69;60;60;59;61;62;32;54;60;56;25;4;0;0;0;0;0;201831;1683;埃利-弗兰克-奥科博（Élie-Franck Okobo，1997 年 10 月 23 日出生）是一名法国职业篮球运动员，现效力于 LNB Pro A 和欧洲联赛的 AS Monaco Basket 篮球俱乐部。作为一名身高 6 英尺 3 英寸（1.91 米）的组合型后卫，这位波尔多人在 16 岁时开始了他的俱乐部生涯。随后，Okobo 效力于 Élan Béarnais Pau-Lacq-Orthez 青年队，并在 2016 年打入 LNB Espoirs 冠军赛。2016-17 赛季，他在成年队中担任了更重要的角色，并在第二年成为常规首发球员。
653;凯尔-亚历山大;Kyle Alexander;3;4;8;61;65;60;61;61;59;59;55;61;60;37;55;55;56;27;4;0;0;0;0;0;201900;2249;凯尔-约翰-所罗门-亚历山大（Kyle John Solomon Alexander，1996 年 10 月 21 日出生）是一名加拿大职业篮球运动员，曾效力于以色列篮球超级联赛的特拉维夫哈波尔队。他曾在田纳西志愿者队打过大学篮球。
654;诺里斯-科尔;Norris Cole;1;0;8;76;68;71;73;71;64;71;72;70;67;68;70;71;72;36;0;0;0;0;0;0;0;1131;诺里斯-吉恩-科尔二世（Norris Gene Cole II，1988 年 10 月 13 日出生）是一名美国职业篮球运动员，现效力于美国国家高级篮球联赛（BSN）的奥索斯-德马纳蒂队。他身高 6 英尺 2 英寸（1.88 米），是两届 NBA 总冠军得主，在进入 NBA 的第一年和第二年，即 2012 年和 2013 年在迈阿密热火队连续夺冠。在他的 7 个 NBA 赛季中，科尔除一次（2016 年）外都打进了季后赛。
655;杰伦-克鲁切尔;Jalen Crutcher;1;0;7;66;68;72;57;80;73;73;66;68;68;58;75;65;71;25;0;0;0;0;0;0;0;5001;杰伦-克鲁彻（Jalen Crutcher，出生于 1999 年 7 月 18 日），美国职业篮球运动员，现效力于 NBA G 联盟伯明翰中队。他曾在大学篮球队代顿飞人队效力。
656;约翰-詹金斯;John Jenkins;2;0;8;66;76;67;73;71;72;69;69;73;65;68;71;69;71;33;0;0;0;0;0;0;0;1627;约翰-洛根-詹金斯三世（John Logan Jenkins III，出生于 1991 年 3 月 6 日）是一名美国职业篮球运动员，曾效力于国家高级篮球联赛（BSN）的 Criollos de Caguas 队。詹金斯是一名投篮后卫，曾两度入选 TSSAA AA 级篮球先生，并在 2008-09 年度当选佳得乐田纳西州年度最佳高中球员。他曾在范德比尔特大学打篮球。在 2012 年 NBA 选秀大会上，他在第 23 顺位被亚特兰大老鹰队选中。
657;米勒-科普;Miller Kopp;3;0;8;63;68;68;72;74;78;67;68;68;64;67;73;67;70;26;0;0;0;0;0;0;0;5001;米勒-杜德利-科普（Miller Dudley Kopp，出生于 1998 年 11 月 24 日），美国职业篮球运动员，现效力于 NBA G 联盟俄克拉荷马城蓝队。他曾在西北野猫队和印第安纳胡斯队打大学篮球。
541;纳西尔-利特尔;Nassir Little;3;4;8;70;76;68;76;75;68;72;69;70;74;69;73;72;73;25;5;0;0;0;0;0;201925;1223;纳西尔-沙迈-利特尔（/nəˈsɪər/ nə-SEER；生于 2000 年 2 月 11 日），美国职业篮球运动员，现效力于 NBA G 联盟苏福尔斯天空力量队。利特尔高中毕业时是班上排名最靠前的球员之一，曾带领奥兰多基督教预科学校连续获得佛罗里达州冠军。这位小前锋曾在北卡罗莱纳州柏油脚跟队打大学篮球，并在 2019 年 NBA 选秀大会首轮被波特兰开拓者队选中。
866;RJ-内姆布哈德;RJ Nembhard Jr.;2;1;6;66;65;70;69;70;59;63;68;62;72;33;61;64;63;25;3;0;0;0;0;0;202100;1349;小鲁本-R-“RJ”-内姆布哈德（Ruben R. “RJ” Nembhard Jr.，1999 年 3 月 22 日出生）是一名美国职业篮球运动员，效力于 NBA G 联盟的 Capital City Go-Go。他在大学期间曾效力于 TCU Horned Frogs 篮球队。
989;雷吉-佩里;Reggie Perry;5;4;7;59;74;55;59;68;62;65;50;66;47;38;57;60;59;24;4;0;0;0;0;0;202057;1386;雷金纳德-乔丹-佩里（Reginald Jordan Perry，2000 年 3 月 21 日出生）是一名美国职业篮球运动员，现效力于 NBA G 联盟的格林斯博罗蜂群队。他曾在密西西比州斗牛犬队打大学篮球。
658;卢峻翔;Chun Hsiang Lu;2;0;7;73;67;73;73;61;69;71;68;67;67;72;66;71;70;27;0;0;0;0;0;0;0;5001;卢峻翔（1997年7月15日—）为台湾男子篮球运动员，场上位置为后卫，现效力于P. LEAGUE+桃园璞园领航猿。2020年于第十八季超级篮球联赛新人选秀会首轮第4顺位被桃园璞园建筑选中。
659;林信宽;Sin-Kuan LIN;3;0;7;76;70;74;70;73;57;66;60;73;74;66;63;73;69;22;0;0;0;0;0;0;0;5001;林信宽（2002年5月9日—）为台湾男子篮球运动员，场上位置为小前锋，现效力于台湾职业篮球大联盟桃园台啤永丰云豹。林信宽国二时转学进入崇伦国中才开始接受正规篮球训练，国中毕业后原先打算升学至台中高工，后在教练劝说下进入东山高中，高一即被登录在高中篮球联赛12人名单当中，共出赛17场，场均上场近17分钟，缴出5.5分、5.6篮板、0.6助攻与0.7抄截的表现，球队有打进四强但该届新人王从缺。大学进入国立台湾师范大学就读，2020年夏天入选中华男篮U18培训队。2022年2月代表中华台北征战2023年世界杯亚洲区资格赛第一轮第一、二阶段。2022年夏天入选中华培训队参加BE HEROES篮球经典赛与跨联盟篮球邀请赛。2023年7月14日，林信宽在T1联盟新人选秀会被台啤云豹以状元签选中。7月20日，林信宽与台啤云豹完成签约。10月1日，林信宽代表中华台北在亚运三对三篮球赛夺下金牌。
660;雷蒙恩;Sam Manu;3;2;7;81;64;80;68;64;49;65;67;60;78;63;61;75;69;24;0;0;0;0;0;0;0;5001;雷蒙恩（英语：Samuel Manu，直译：塞缪尔·马努，2000年9月24日—）为台湾男子篮球运动员，场上位置为后卫，现效力于台湾职业篮球大联盟台北台新战神。
661;蓝少甫;Shao Fu Lan;4;5;8;84;63;77;62;63;52;64;76;60;72;64;65;73;69;27;0;0;0;0;0;0;0;5001;蓝少甫（1997年3月21日—）为台湾男子篮球运动员，场上位置为中锋，现效力于超级篮球联赛裕隆集团。
662;林正;Cheng Lin;5;0;7;75;61;60;69;69;63;68;71;66;61;69;67;66;68;24;0;0;0;0;0;0;0;5001;林正（2000年7月25日—）是台湾男子篮球运动员，主打中锋位置，现效力于P. LEAGUE+桃园璞园领航猿。
663;埃米特-阿代尔;Emmett Adair;3;0;8;78;66;72;69;66;53;59;72;64;72;68;63;73;68;19;8;0;0;0;0;0;0;5001;0
664;卢克-芬内尔;Luke Fennell;1;2;8;63;67;57;66;72;76;72;57;69;63;64;72;64;68;18;0;0;0;0;0;0;0;5001;0
665;雅各布-弗菲;Jacob Furphy;2;0;8;63;79;65;60;68;73;75;52;72;64;57;69;67;68;18;0;0;0;0;0;0;0;5001;0
666;本-格里斯蒂;Ben Griscti;5;0;8;74;59;78;68;71;53;69;69;61;79;64;65;70;68;22;0;0;0;0;0;0;0;5001;0
667;法比安-克尔斯洛维奇;Fabijan Krslovic;4;0;8;63;73;62;73;74;61;60;72;69;67;68;66;67;68;29;0;0;0;0;0;0;0;5001;法比扬-克尔斯洛维奇（Fabijan Krslovic，生于 1995 年 6 月 23 日），澳大利亚职业篮球运动员，现效力于澳大利亚国家篮球联赛（NBL）塔斯马尼亚跳投队。他曾在蒙大拿大学打大学篮球。
668;尼克-马歇尔;Nick Marshall;2;3;8;78;69;73;65;68;65;59;64;71;71;68;63;72;68;25;0;0;0;0;0;0;0;5001;0
669;尼克-凯;Nick Kay;4;5;9;66;79;60;67;64;75;64;56;77;61;67;65;70;68;32;0;0;0;0;0;0;0;5001;尼古拉斯-科林-凯（Nicholas Colin Kay，1992 年 8 月 3 日出生），澳大利亚职业篮球运动员，现效力于日本乙级联赛岛根县须佐之男魔术队。他曾在大学篮球队 Metro State Roadrunners 打球，之后开始了他在国家篮球联赛（NBL）的职业生涯。他曾在 2019 年和 2020 年随珀斯野猫队两次夺得 NBL 总冠军。2019 年，他还在惠灵顿圣徒队赢得了新西兰 NBL 总冠军和联赛 MVP 荣誉。2021 年，他随澳大利亚国家队获得东京奥运会铜牌。
670;米奇-麦卡伦;Mitch McCarron;2;0;9;67;67;69;53;72;74;67;58;66;69;55;69;64;67;32;0;0;0;0;0;0;0;5001;米切尔-詹姆斯-罗伯特-麦卡伦（Mitchell James Robert McCarron）（1992 年 6 月 30 日出生）是澳大利亚职业篮球运动员，现效力于澳大利亚全国篮球联赛（NBL）新西兰闯入者队。
671;米奇-诺顿;Mitch Norton;1;0;8;69;69;65;60;72;67;71;59;68;63;64;68;65;67;31;0;0;0;0;0;0;0;5001;米切尔-罗伯特-诺顿（Mitchell Robert Norton）（1993 年 4 月 1 日出生），澳大利亚职业篮球运动员，现效力于澳大利亚全国篮球联赛（NBL）布里斯班子弹队。他的 NBL 职业生涯始于 2011 年的汤斯维尔鳄鱼队（Townsville Crocodiles），后因家乡球队倒闭而于 2016 年加盟伊拉瓦拉老鹰队（Illawarra Hawks）。在老鹰队效力两个赛季后，他加入了珀斯野猫队，并在五个赛季中赢得了两次 NBL 总冠军。他还曾效力于昆士兰篮球联赛（Queensland Basketball League）的汤斯维尔热队（Townsville Heat）和新西兰NBL联赛（New Zealand NBL）的南兰鲨鱼队（Southland Sharks）。
672;大卫-奥奎拉;David Okwera;4;0;8;60;70;71;63;69;70;72;52;72;71;64;67;68;67;22;0;0;0;0;0;0;0;5001;维纳-大卫-奥克拉（Wena David Okwera）（2002 年 7 月 31 日出生），澳大利亚职业篮球运动员，现效力于澳大利亚国家篮球联赛（NBL）珀斯野猫队。2021 年，他首次代表墨尔本联队参加 NBL 联赛，并首次代表澳大利亚 Boomers 队参加国际比赛。
673;以利亚-佩珀;Elijah Pepper;2;0;8;70;62;64;67;67;72;71;60;67;63;69;67;65;67;23;0;0;0;0;0;0;0;5001;伊利亚-佩珀（Elijah Pepper）（2001 年 5 月 8 日出生）是一名澳裔美国篮球运动员，效力于澳大利亚全国篮球联赛（NBL）的珀斯野猫队。他曾效力于加州大学戴维斯分校，并在 2024 年获得大西部年度最佳球员。
674;艾萨克-怀特;Isaac White;1;0;8;80;71;76;70;56;49;55;72;69;70;67;57;76;67;26;0;0;0;0;0;0;0;5001;艾萨克-刘易斯-怀特（Isaac Lewis White，出生于 1998 年 6 月 22 日）是澳大利亚职业篮球运动员，现效力于澳大利亚国家篮球联赛（NBL）布里斯班子弹队。他还与 NBL1 西部的罗金汉姆火焰队（Rockingham Flames）签有合同。他曾在斯坦福大学红衣主教队打了三个赛季的大学篮球，毕业后签约到澳大利亚打职业篮球。
675;津屋一球;Kazuma Tsuya;2;0;8;80;69;70;65;69;53;58;68;68;74;69;61;72;67;23;0;0;0;0;0;0;0;5001;津谷和马是一名篮球运动员，出生于 1998 年 6 月 7 日。身高六英尺八英寸。他是一名小前锋，最近效力于日本 B1 联赛的 San-en NeoPhoenix 队。
676;金近廉;Ren Kanechika;3;0;8;70;74;63;59;64;63;76;55;75;63;59;65;68;66;21;0;0;0;0;0;0;0;5001;Ren Kanechika 今年 21 岁（2003 年 3 月 11 日），身高 196 厘米，效力于千叶喷气机船桥队。
677;细川一辉;Kazuki Hosokawa;2;1;8;71;68;65;57;77;64;68;57;71;62;60;67;65;66;27;0;0;0;0;0;0;0;5001;0
678;赤穂雷太;Raita Akaho;2;0;8;78;57;77;63;72;62;53;70;64;76;60;64;69;66;26;0;0;0;0;0;0;0;5001;0
679;尼古拉斯-布鲁西诺;Nicolas Brussino;3;0;8;76;55;77;63;63;62;61;69;61;75;61;63;69;66;31;0;0;0;0;0;0;0;2963;尼古拉斯-“尼科”-布鲁西诺（Nicolás “Nico” Brussino，1993 年 3 月 2 日出生）是一名阿根廷籍意大利职业篮球运动员，效力于西班牙 ACB 联盟大加那利岛队。他还代表阿根廷国家队参加国际比赛。他身高 2.01 米（6 英尺 7 英寸），司职小前锋。
910;大卫-琼斯;David Jones;1;0;6;69;59;65;55;63;48;63;74;59;64;58;61;63;62;22;0;0;0;0;0;0;202400;3239;大卫-阿波利纳尔-琼斯-加西亚（David Apolinar Jones García，出生于 2001 年 11 月 24 日）是一名多米尼加职业篮球运动员，现效力于 NBA G 联盟墨西哥城凯帕坦队。他曾在德保罗蓝魔队、圣约翰红色风暴队和孟菲斯老虎队打过大学篮球。他代表多米尼加共和国参加国际篮联赛事。
680;彼得-科尔纳利;Petr Cornelie;4;5;8;68;72;73;72;65;63;53;70;68;74;67;61;71;66;29;0;0;0;0;0;0;0;1920;彼得-威廉-科内利（Petr William Cornelie，1995 年 7 月 26 日出生）是一名法国职业篮球运动员，现效力于法国 LNB 职业甲级联赛和欧洲联赛的 AS 摩纳哥队。他身高 210 厘米（6'11''），司职大前锋和中锋。科内利在 2016 年 NBA 选秀大会第 53 顺位被丹佛掘金队选中。
681;纳兹-米特鲁-朗;Nazareth Mitrou-Long;1;2;7;74;68;77;68;63;54;64;65;63;75;68;60;72;66;31;0;0;0;0;0;0;0;2038;纳萨雷斯-泽西-米特罗-龙（Nazareth Jersey Mitrou-Long，1993 年 8 月 3 日出生）是一名加拿大籍希腊职业篮球运动员，效力于希腊篮球联赛和欧洲联赛的奥林匹亚科斯队。他曾在爱荷华州立独行侠队打大学篮球。他出生于安大略省密西沙加市，在家乡的迈克尔-戈兹神父中学打篮球。2012 年，他开始为爱荷华州立大学打大学篮球。他曾代表萨克拉门托国王队参加 2017 年 NBA 夏季联赛。之后，他在犹他爵士队和印第安纳步行者队一共打了 20 场常规赛。
682;达梅-萨尔;Elhadji Dame Sarr;2;3;9;71;62;75;65;65;62;60;64;63;75;67;61;68;65;18;0;0;0;0;0;0;0;5001;Elhadji Dame Sarr（生于 2006 年 6 月 4 日）是一名意大利职业篮球运动员，效力于西班牙 ACB 联赛和欧洲联赛的巴塞罗那足球俱乐部。他还曾代表意大利国家队出战。萨尔身高 6 英尺 6 英寸（1.98 米），司职投篮后卫。
683;伊赞-阿尔曼萨;Izan Almansa;4;5;8;78;60;71;66;69;57;56;71;63;69;63;63;68;65;19;0;0;0;0;0;0;0;5001;伊赞-阿尔曼萨-佩雷斯（Izan Almansa Pérez，生于 2005 年 6 月 7 日）是一名西班牙职业篮球运动员，现效力于澳大利亚全国篮球联赛（NBL）珀斯野猫队。
684;阿特-马朱克;Ater Majok;4;5;8;62;75;63;58;66;69;62;62;76;65;65;64;66;65;37;0;0;0;0;0;0;0;1271;Ater James “AJ” Majok（生于 1987 年 7 月 4 日）是一名职业篮球运动员，效力于 KBF 超级联赛的内罗毕雷霆队。马约克出生于苏丹，在澳大利亚长大，代表黎巴嫩参加国际比赛。在 2011 年 NBA 选秀大会上，他在总第 58 顺位被洛杉矶湖人队选中。马约克身高 6 英尺 11 英寸（2.11 米），主要以运动和防守能力见长。他是 2022 年巴勒莫年度最佳防守球员。
685;泰-温亚德;Tai Wynyard;4;5;8;71;68;78;71;65;50;61;60;63;78;70;56;72;65;27;0;0;0;0;0;0;0;5001;Tai Hikuroa Wynyard（出生于 1998 年 2 月 5 日）是一名新西兰职业篮球运动员，效力于澳大利亚全国篮球联赛（NBL）的新西兰闯入者队。他的职业生涯开始于自己的祖国，曾效力于澳大利亚 NBL 的 Breakers 队和新西兰 NBL 的 Super City Rangers 队。在美国肯塔基大学打了两年大学篮球后，温亚德重返澳大利亚和新西兰 NBL。
421;林逸锋;Lin Yifeng;3;4;8;62;72;72;61;73;71;73;55;69;70;56;64;68;67;18;0;0;0;1;0;0;0;5001;今天，CBA官方更新了新赛季浙江男篮注册信息。其中，李洪波和林逸锋上调A队，分别签下3年和4年的A1类合同。
471;侯孟泽;Hou Mengze;1;2;8;62;72;72;61;73;71;73;55;69;70;56;65;66;65;21;0;0;0;1;0;0;0;5001;侯孟泽，生于2006年，担任组织后卫，于2022年由大球中心教练员王鹏从沧州市体育局选招进入省队，作为重点队员进行培养。2023年，大球中心与浙江广厦篮球俱乐部签订战略合作协议，侯孟泽随之进入浙江广厦篮球俱乐部青训体系。其凭借出色的球商和持续不懈的努力，迅速成长，成功晋升至浙江广厦一线队。代表河北队获得中华人民共和国第一届青少年三大球运动会男子篮球18岁以下组第四名。取得了近几年河北男篮最好成绩。
686;崔新泉;Cui Xinquan;3;4;9;57;74;68;57;74;64;65;62;72;69;58;66;64;65;19;0;0;0;0;0;0;0;5001;崔新泉，男，2006年2月7日出生，中国篮球运动员，司职前锋。
687;周可梵;Zhou Kefan;4;5;8;60;65;62;67;74;66;67;65;66;66;62;68;63;65;19;0;0;0;0;0;0;0;5001;0
511;彰华非;Changhua Fei;2;3;9;62;72;72;61;73;71;73;55;69;70;56;64;67;65;19;0;0;0;1;0;0;0;5001;彰华非，男，2006年2月24日出生，中国篮球运动员，司职前锋。
688;冯小宇;Feng Xiaoyu;3;4;8;62;67;65;57;71;67;68;57;69;65;60;66;63;65;19;0;0;0;0;0;0;0;5001;0
689;郭丰玮;Guo Fengwei;5;0;8;64;70;55;68;63;71;69;61;71;57;68;66;65;65;19;0;0;0;0;0;0;0;5001;近日上海队宣布将会参加2023年的全国U19联赛，这一次他们的球队阵容中多了一名身高2米25的超级内线球员郭丰玮，据悉双方已经完成了签约，郭丰玮这名球员一直名声在外，他的身高来到了2米25，臂展数据为2米23，虽然他的身体天赋和周琦的差距比较大，但郭丰玮也算是一名值得培养的内线球员，现在上海队中并不存在一名身高超过2米20的内线球员。
690;朱正;Jacob Zhu;1;2;9;66;68;55;65;67;74;63;53;67;56;63;65;63;64;18;0;0;0;0;0;0;0;5001;朱正，出生于2007年7月，身高183cm，司职后卫，目前就读于Next Level Academy 高三。PrepHoops网站2026届佐治亚州第一控卫。朱正的父亲是福建人，母亲是牙买加人。据此前消息，朱正在上海男篮的协助下已完成归国华侨落户工作，目前已经在中国篮协注册，国籍为中国，今年将代表上海出战全运会。
691;冯傲;Feng Ao;2;1;9;75;59;61;74;64;55;59;69;65;60;68;59;66;64;19;0;0;0;0;0;0;0;5001;冯傲，2006年4月23日出生于吉林省长春市，中非混血，中国男子篮球运动员，效力于新疆广汇青年队，曾在2021-2022赛季凯迪拉克中国初中篮球联赛吉林省基层赛单场砍下51分。
692;冯熙瑞;Feng Xirui;4;5;8;70;70;58;58;64;65;73;53;69;63;62;64;65;64;19;0;0;0;0;0;0;0;5001;冯熙瑞U16世青赛出场时间全队第11、效率值第7、得分第9，场均4.2分1.8篮板1.3助攻。接着入选了今年U18男篮亚青赛第二期集训名单。
693;李新航;Li Xinhang;4;0;8;59;70;66;60;62;65;75;55;69;67;64;64;65;64;19;0;0;0;0;0;0;0;5001;李新航，2006年2月出生，小学就读于南阳市三十中学校小学部，初中就读于南阳市实验中学。自幼在南阳市体校训练，目前身高203厘米，司职四号位，内线技术扎实细腻，身体素质出众，篮板封盖尤为出色。2024年7月，入选U18国家男篮集训队；2024年11月，获得全国第一届青少年三大球运动会男子篮球冠军；2024年，参加第三十二届中日韩青少年运动会；2024年，获得U17传统校决赛男子组第五名；2024年，获得全国U19预赛男子组第六名；2023年，获得全国U17传统校决赛男子组第五名；2023年，获得全国U17篮校杯决赛男子组第五名。
694;陈潇毅;Chen Xiaoyi;3;4;8;67;73;58;59;73;58;62;63;68;62;64;63;63;64;18;0;0;0;0;0;0;0;5001;陈潇毅（Chen Xiaoyi），男，2007年3月19日出生，中国篮球运动员，司职前锋，效力于深圳新世纪烈豹俱乐部。
695;代彦龙;Dai Yanlong;5;0;8;59;78;59;54;62;70;69;54;79;63;55;64;65;64;18;0;0;0;0;0;0;0;5001;代彦龙是07年生球员，身高达到210公分，体重113公斤，场上司职中锋，有投篮能力，防守覆盖面大。代彦龙在青年队的比赛中展现潜力，曾被球队送去美国培养，于去年夏天回国。回来后，代彦龙随队打了不少比赛，由于表现不错入选了国青U19大名单，目前一直随队训练。
696;吴嘉浩;Wu Jiahao;5;0;8;56;71;58;68;74;62;67;61;67;59;66;66;62;64;32;0;0;0;0;0;0;0;5001;0
512;徐昕;Xu Xin;5;0;7;65;89;44;69;58;90;85;73;86;62;70;60;66;63;20;3;0;0;2;0;0;202100;5001;徐昕（Xu Xin），2003年12月23日出生于北京市，中国篮球运动员，场上司职中锋，现效力于广东宏远华南虎俱乐部。
108;雷蒙;Lei Meng;3;0;7;68;63;80;85;78;67;66;71;66;73;71;79;75;78;28;9;中国;1;4;0;0;201500;3335;雷蒙，1995年8月4日出生于辽宁省大连市，中国职业篮球运动员，司职得分后卫，效力于CBA北京首钢篮球俱乐部。
525;王浩然;WangHaoRan;4;0;7;70;84;73;69;78;71;68;71;75;73;70;75;74;75;19;2;0;0;3;0;0;202200;2943;王浩然，2004年11月2日出生于广东中山市小榄镇，中国篮球运动员，司职大前锋，现效力于CBA深圳马可波罗队。
490;刘金雨;Jin Yu Liu;3;2;7;66;70;73;60;64;66;65;71;66;70;66;64;64;65;19;0;0;0;4;0;0;202400;5001;刘金雨，男，2005年2月10日出生于辽宁省铁岭市，中国篮球运动员，司职锋位，现效力于福建鲟浔兴俱乐部。
546;李祥波;lixiangbo;3;4;7;68;77;62;69;78;71;75;72;74;65;69;71;76;75;24;6;中国;1;1;0;0;202429;3336;李祥波，男，山东省潍坊市寿光市田柳镇坡里村人，中国篮球运动员，出生于1999年10月22日，身高201cm，司职大前锋，现效力于广州龙狮队，U17国青男篮队员。
697;王俊杰;Wang Junjie;3;4;9;59;78;84;82;84;71;73;74;73;77;75;66;62;64;20;0;中国;1;0;0;0;0;2945;王俊杰，2005年4月3日出生，中国篮球运动员，司职前锋，效力于旧金山大学男篮。
698;杨溢;Yi Yang;1;2;9;69;65;57;70;66;66;65;57;66;63;70;62;65;64;19;0;0;0;0;0;0;0;5001;0杨溢，男，2006年6月22日出生，中国篮球运动员，司职后卫，现效力于广东宏远华南虎俱乐部。
699;陈家政;Jiazheng Chen;3;4;9;66;62;65;54;74;73;61;60;64;61;58;67;59;64;19;0;0;0;0;0;0;0;5001;陈家政，男，2006年1月21日出生于山东省临沂市，司职前锋，中国男子篮球运动员，现效力于广东宏远男篮俱乐部。
700;郇斯枫;Sifeng Huan;5;0;9;64;74;59;59;76;65;60;55;69;61;60;64;63;64;18;0;0;0;0;0;0;0;5001;郇斯枫，2007年5月8日出生，中国篮球运动员，司职中锋。
701;王洪泽;Hongze Wang;5;0;9;60;65;63;58;63;77;67;61;64;62;61;68;61;64;19;0;0;0;0;0;0;0;5001;王洪泽（Wang Hongze），男，2007年6月7日出生，中国篮球运动员，司职中锋，效力于广东宏远篮球俱乐部。
