No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image
564;赵天熠;Zhao Tianyi;5;0;6;68;75;71;60;81;70;68;66;79;68;64;71;73;72;28;2;广西;29;1;0;0;202200;5001
565;陈金龙;Chen Jinlong;1;2;6;74;73;74;65;70;59;71;69;71;75;68;74;68;71;31;8;广西;29;1;0;0;201600;5001
566;冯祺;Feng qi;2;1;6;73;68;75;68;74;67;70;71;70;71;71;71;72;71;32;6;广西;29;1;0;0;201800;5001
567;李明皓;Li Ming Hao;4;3;6;62;78;65;64;75;74;73;63;80;60;64;68;73;71;31;10;广西;29;1;0;0;201400;5001
568;江凯;Jiang Kai;1;2;6;69;72;74;68;64;67;71;70;72;70;66;71;68;70;29;4;广西;29;1;0;0;202000;5001
569;刁展望;Diao Zhanwang;3;4;6;66;71;68;65;73;66;66;69;70;69;65;67;68;69;23;2;广西;29;1;0;0;202200;5001
570;胡彤浩;Hu Tonghao;5;0;6;69;79;57;64;65;77;63;57;80;59;63;70;66;68;24;3;广西;29;1;0;0;202100;5001
571;庞峥麟;Pang Zhenglin;1;2;6;74;66;68;70;62;57;66;78;66;67;64;69;67;68;24;5;广西;29;1;0;0;201900;5001
572;杨子煜;Yang Ziyu;5;0;6;63;76;62;55;62;62;72;58;77;59;61;66;62;64;20;0;广西;29;1;0;0;202400;5001
573;莫里斯-坎普;Maurice Kemp;4;0;8;74;88;74;84;80;81;82;74;85;77;77;85;83;84;32;0;香港;30;1;0;0;202400;5001
574;韦恩-塞尔登;Wayne Selden Jr.;2;3;7;86;80;77;71;77;66;70;86;75;83;72;81;78;80;29;0;香港;30;1;0;0;202400;2111
575;山缪-德古拉;Samuel Deguara;5;0;7;64;85;65;73;82;77;77;68;87;70;69;77;80;79;32;0;香港;30;1;0;0;202400;5001
576;拉希德-苏莱蒙;Rasheed Sulaimon;2;1;7;81;69;92;74;69;72;65;74;76;85;72;83;71;77;29;0;香港;30;1;0;0;202400;5001
577;孙伟博;Sun Weibo;2;1;6;78;70;76;72;74;68;66;70;76;81;72;77;70;74;34;4;香港;30;1;0;0;202034;5001
578;毕继光;bijiguang;1;2;6;77;72;70;71;65;63;64;83;68;71;69;74;71;73;30;10;香港;30;1;0;0;201400;5001
579;许烜行;Hui Huen Hang Hyman;1;2;6;78;72;80;74;61;67;58;78;67;76;72;78;66;73;27;0;香港;30;1;0;0;202400;5001
580;李禹豪;Li Yuhao;4;3;6;62;77;62;66;80;76;71;62;72;68;66;68;75;72;25;4;香港;30;1;0;0;202000;5001
581;梁兆华;Liang Zhaohua;3;4;6;73;71;70;67;76;66;71;73;68;70;70;70;73;72;29;0;香港;30;1;0;0;202400;5001
582;薛驰;XUECHI;3;4;6;78;71;76;74;62;72;69;65;73;73;71;75;66;72;23;0;香港;30;1;0;0;202400;5001
583;李佳益;Li Jiayi;5;0;6;72;79;68;61;78;67;68;51;80;70;59;73;68;70;26;0;香港;30;1;0;0;202400;5001
584;陈奕纶;Chen Yilun;2;1;6;73;64;75;67;73;68;63;63;67;79;69;71;66;69;26;0;香港;30;1;0;0;202400;5001
585;马光翰;Ma Guanghan;1;2;6;84;62;71;70;59;49;58;78;63;76;67;75;62;69;24;0;香港;30;1;0;0;202400;5001
586;陈雨生;Chenyusheng;4;3;6;71;68;68;69;71;71;69;55;70;66;71;69;67;68;24;6;香港;30;1;0;0;201800;5001
587;杨睿骐;Yang Ricky;2;1;6;69;60;77;75;65;62;67;62;63;79;74;71;62;67;25;0;香港;30;1;0;0;202400;5001
588;范浩云;Fan Haoyun;1;2;6;77;57;67;61;68;55;58;75;57;68;62;66;65;65;20;0;香港;30;1;0;0;202400;5001
589;余柏林;Yu Bolin;3;4;6;63;70;67;63;67;59;67;67;66;66;66;64;64;65;24;0;香港;30;1;0;0;202400;5001
590;张峰硕;Cheung Fung Shek;2;1;6;73;70;70;70;59;65;55;64;66;73;68;70;58;65;24;0;香港;30;1;0;0;202400;5001
591;孙巍;Sun wei;3;4;6;62;75;67;63;67;56;62;61;73;71;65;66;59;64;22;0;香港;30;1;0;0;202400;5001
592;张昊;Zhang Hao;4;3;6;66;66;47;68;67;67;68;65;68;58;65;61;66;63;26;4;香港;30;1;0;0;202000;5001
593;埃德-戴维斯;ED DAVIS;5;4;7;72;84;65;70;80;86;75;72;85;66;66;77;83;80;34;1;0;0;0;0;0;202300;428
594;卡梅伦-奥利弗;CAMERON OLIVER;4;3;6;69;82;68;70;80;79;81;73;81;67;71;75;82;79;27;1;0;0;0;0;0;202300;814
595;约吉-费雷尔;YOGI FERRELL;1;0;7;82;69;71;84;75;66;73;75;70;80;83;81;75;78;31;1;0;0;0;0;0;202300;459
596;达里尔-梅肯;DARYL MACON;1;2;5;82;68;85;87;60;67;70;71;71;78;84;85;67;77;28;1;0;0;0;0;0;202300;2994
597;香农-埃文斯二世;SHANNON EVANS II;1;0;6;80;74;78;69;64;71;74;79;78;78;74;80;74;77;29;1;0;0;0;0;0;202300;5001
598;孙桐林;Sun Tonglin;5;0;7;66;80;66;71;81;70;75;64;79;70;67;74;75;75;31;14;0;0;0;0;0;201000;5001
599;马库斯-福斯特;MARCUS FOSTER;2;0;6;70;73;79;76;70;69;69;70;74;72;79;76;70;73;28;1;0;0;0;0;0;202300;5001
600;迈克尔-弗雷泽;MICHAEL FRAZIER II;3;4;7;72;70;69;69;72;74;71;71;70;71;73;71;73;73;30;1;0;0;0;0;0;202300;467
601;周湛东;Zhou Zhandong;1;2;6;72;76;75;72;72;67;65;71;72;73;76;76;69;73;33;11;0;0;0;0;0;201300;5001
602;陈辰;Chen Chen ;3;2;6;65;75;73;72;70;65;70;70;73;79;81;74;69;72;32;10;0;0;0;0;0;201400;5001
603;凯尔-奥奎因;KYLE O'QUINN;5;4;6;63;72;62;63;72;80;74;69;79;66;65;68;76;72;34;1;0;0;0;0;0;202300;812
604;张展玮;Zhang Zhanwei;3;4;6;71;63;66;73;75;63;74;76;68;70;69;68;73;72;26;5;0;0;0;0;0;201900;5001
605;弗兰克-巴特利;FRANK BARTLEY;1;0;6;70;69;69;67;68;66;71;73;70;69;75;71;71;71;30;1;0;0;0;0;0;202300;5001
606;马壮;Ma Zhuang;2;0;6;75;72;73;74;65;65;64;70;70;76;74;75;65;71;25;6;0;0;0;0;0;201800;5001
607;阿内特-莫尔特里;ARNETT MOULTRIE;4;0;6;69;72;69;63;69;75;73;60;77;71;64;70;70;70;33;4;0;0;0;0;0;202000;1325
608;贾斯汀-巴顿;JUSTIN PATTON;5;4;7;68;84;72;61;71;67;68;54;81;71;62;75;66;70;26;1;0;0;0;0;0;202300;363
609;缪光旸;Liao GuangYang;5;0;6;60;79;72;59;70;71;67;67;80;72;62;71;69;70;27;9;0;0;0;0;0;201500;5001
610;泰文-马克;TEVIN MACK;3;0;7;67;73;68;79;70;66;67;65;72;67;78;72;66;70;27;1;0;0;0;0;0;202300;5001
611;肯尼-伯顿;KENNETH BOYNTON;1;2;6;71;69;72;73;65;67;68;64;68;76;70;72;65;69;32;6;0;0;0;0;0;201800;5001
612;史文龙;Shi Wenlong;5;0;6;66;70;74;57;65;77;74;52;72;71;61;68;69;69;26;2;0;0;0;0;0;202200;5001
613;席益民;Xi Yimin;2;1;6;69;60;82;72;68;60;55;76;65;77;73;72;65;69;23;4;0;0;0;0;0;202000;5001
614;鄢士博;Yan Shibo;1;2;6;83;59;70;67;71;52;63;74;57;71;68;71;66;69;22;2;0;0;0;0;0;202200;5001
615;摩西-赖特;MOSES WRIGHT;5;0;7;64;76;60;71;73;68;66;62;73;64;68;69;68;68;25;2;0;0;0;0;0;202200;5001
616;王汝恒;Wang Ruheng;2;1;6;77;59;67;51;74;66;66;75;65;73;65;64;72;68;34;13;0;0;0;0;0;201100;5001
617;杰伦-亚当斯;JALEN ADAMS;1;2;6;69;59;79;64;69;52;61;69;63;77;63;69;63;66;28;0;0;0;0;0;0;202400;5001
618;张立文;ZhangLiWen;2;1;6;68;71;76;71;67;58;55;67;67;73;65;70;60;66;22;1;0;0;0;0;0;202300;5001
619;苏锟皓;Su Kunhao;1;2;6;79;58;65;74;61;53;55;70;64;72;71;71;59;65;23;1;0;0;0;0;0;202300;5001
620;马利克-纽曼;MALIK NEWMAN;2;1;5;77;71;79;69;56;50;52;62;71;78;65;75;51;64;27;1;0;0;0;0;0;202300;2060
