Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
285,Tristan Da Silva,23,ORL,SF,74,38,22.0,2.7,6.5,.412,1.1,3.2,.335,1.6,3.3,.488,.495,0.7,0.9,.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,dasiltr01
286,GG Jackson II,20,MEM,PF,29,3,15.8,2.6,6.9,.372,1.1,3.3,.337,1.4,3.6,.404,.452,1.0,1.4,.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,jacksgg01
287,Vit Krejci,24,ATL,PG,57,16,20.2,2.5,5.1,.497,1.6,3.6,.437,1.0,1.5,.640,.651,0.6,0.8,.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,krejcvi01
288,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6.0,.406,1.9,5.2,.372,0.5,0.8,.625,.567,0.4,0.4,.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,merrisa01
289,Daeqwon Plowden,26,ATL,SG,6,0,12.0,2.7,4.2,.640,1.5,2.8,.529,1.2,1.3,.875,.820,0.3,0.3,1.000,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2,,plowdda01
290,Nae'Qwan Tomlin,24,CLE,PF,5,1,12.6,2.6,6.4,.406,0.4,2.0,.200,2.2,4.4,.500,.438,1.6,2.2,.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,,tomlina01
291,Josh Okogie,26,2TM,SG,40,7,15.6,2.4,5.3,.443,0.8,2.3,.348,1.6,3.0,.517,.519,1.6,2.1,.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,,okogijo01
291,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,okogijo01
291,Josh Okogie,26,CHO,SG,15,6,18.3,2.5,6.5,.388,1.1,3.3,.320,1.5,3.2,.458,.469,2.7,3.5,.774,0.9,1.9,2.7,1.3,1.8,0.5,1.0,1.3,8.9,,okogijo01
292,Jalen Hood-Schifino,21,2TM,SG,15,0,21.0,2.5,6.5,.378,0.9,3.1,.304,1.5,3.5,.442,.449,1.2,1.4,.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1,,hoodsja01
292,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
292,Jalen Hood-Schifino,21,PHI,SG,13,0,23.2,2.8,7.5,.371,1.1,3.5,.304,1.7,3.9,.431,.443,1.2,1.5,.842,0.2,1.8,2.0,2.8,0.4,0.5,1.3,1.7,7.8,,hoodsja01
293,Jamison Battle,23,TOR,SF,59,10,17.7,2.5,5.9,.429,1.8,4.4,.405,0.7,1.5,.500,.581,0.3,0.3,.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,battlja01
294,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,.446,1.1,3.1,.353,1.5,2.7,.556,.541,0.8,0.9,.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8,carusal01
295,Jamal Shead,22,TOR,PG,75,11,19.6,2.7,6.7,.405,1.0,3.0,.323,1.8,3.7,.470,.476,0.7,0.9,.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,sheadja01
296,Jeff Dowtin Jr.,27,PHI,PG,41,3,15.1,2.7,5.6,.487,0.7,1.7,.400,2.0,3.9,.525,.548,0.8,1.1,.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,,dowtije01
297,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,.407,0.8,2.0,.375,2.0,4.8,.421,.463,0.8,1.0,.750,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,garrema01
298,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,jacksis01
299,Jaylen Sims,26,CHO,SG,6,0,18.7,2.0,4.7,.429,1.0,2.5,.400,1.0,2.2,.462,.536,2.0,2.5,.800,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,,simsja01
300,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,.444,0.4,1.2,.327,2.3,4.8,.474,.477,1.2,1.6,.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,robinor01
300,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01
300,Orlando Robinson,24,TOR,C,35,8,20.4,3.1,7.0,.447,0.5,1.3,.340,2.7,5.6,.472,.480,1.4,1.8,.794,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1,,robinor01
301,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,.475,0.9,2.2,.423,1.5,3.0,.513,.564,1.2,1.7,.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,,laravja01
301,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,laravja01
301,Jake LaRavia,23,SAC,PF,19,0,19.3,2.2,5.1,.438,1.1,2.7,.385,1.2,2.3,.500,.542,0.6,1.0,.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,,laravja01
302,Ryan Dunn,22,PHO,SF,74,44,19.1,2.8,6.4,.430,1.1,3.6,.311,1.7,2.9,.577,.516,0.3,0.5,.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,,dunnry01
303,Jay Huff,26,MEM,C,64,2,11.7,2.5,4.8,.515,1.3,3.1,.405,1.2,1.6,.724,.648,0.7,0.9,.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,,huffja01
304,Cameron Payne,30,NYK,PG,72,5,15.1,2.5,6.2,.401,1.3,3.6,.363,1.2,2.6,.453,.506,0.7,0.8,.907,0.2,1.3,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,payneca01
305,Antonio Reeves,24,NOP,SG,44,6,15.0,2.6,5.6,.456,1.2,2.9,.395,1.4,2.7,.521,.558,0.6,0.8,.800,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,,reevean01
306,Cody Martin,29,2TM,SF,53,8,22.1,2.6,6.1,.418,0.8,2.8,.285,1.8,3.3,.534,.485,0.8,1.2,.705,1.0,3.2,4.2,2.0,1.1,0.6,1.0,1.8,6.8,,martico01
306,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,martico01
306,Cody Martin,29,PHO,SF,14,0,14.7,1.4,4.1,.351,0.2,1.9,.111,1.2,2.1,.567,.377,0.6,0.9,.750,0.9,2.5,3.4,1.1,0.9,0.4,0.6,1.6,3.7,,martico01
307,Bol Bol,25,PHO,PF,36,10,12.4,2.7,5.1,.525,0.9,2.6,.344,1.8,2.5,.711,.612,0.6,0.7,.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,bolbo01
308,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,.426,1.4,3.5,.409,0.8,1.7,.463,.564,0.9,1.2,.750,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,gordoer01
309,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4.0,.722,0.0,0.1,.000,2.9,3.9,.732,.722,1.1,1.8,.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,,hayesja02
310,Marcus Bagley,23,PHI,SF,10,4,25.3,2.7,6.9,.391,0.5,3.2,.156,2.2,3.7,.595,.428,0.8,1.0,.800,2.3,4.7,7.0,1.0,0.9,1.2,0.7,1.6,6.7,,baglema02
311,DaQuan Jeffries,27,CHO,SG,47,20,22.8,2.5,6.2,.405,1.2,3.5,.335,1.3,2.7,.496,.500,0.5,0.6,.800,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,jeffrda01
312,Lester Quiñones,24,2TM,SG,13,0,14.1,2.4,6.0,.397,1.0,3.4,.295,1.4,2.6,.529,.481,0.8,1.0,.846,0.3,1.2,1.5,1.8,0.2,0.2,1.1,1.4,6.6,,quinole01
312,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,quinole01
312,Lester Quiñones,24,NOP,SG,9,0,18.4,3.0,7.8,.386,1.4,4.6,.317,1.6,3.2,.483,.479,1.1,1.3,.833,0.1,1.6,1.7,2.6,0.3,0.2,1.1,2.0,8.6,,quinole01
313,Vasilije Micić,31,2TM,PG,41,16,19.1,2.3,6.7,.348,1.1,3.0,.360,1.2,3.6,.338,.430,0.8,1.0,.829,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6,,micicva01
313,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,micicva01
313,Vasilije Micić,31,PHO,PG,5,0,4.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.6,0.2,0.0,,micicva01
314,Precious Achiuwa,25,NYK,C,57,10,20.5,2.9,5.7,.502,0.2,0.6,.278,2.7,5.1,.529,.517,0.7,1.2,.594,1.8,3.8,5.6,1.0,0.8,0.7,0.8,1.4,6.6,,achiupr01
315,Trayce Jackson-Davis,24,GSW,C,62,37,15.6,2.8,4.9,.576,0.0,0.0,.000,2.8,4.8,.582,.576,1.0,1.6,.578,2.0,3.0,5.0,1.7,0.4,0.6,0.7,1.2,6.6,,jackstr02
316,Marcus Sasser,24,DET,PG,57,1,14.2,2.4,5.2,.463,1.0,2.7,.382,1.4,2.5,.549,.561,0.8,0.9,.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,,sassema01
317,Vince Williams Jr.,24,MEM,SG,27,5,18.5,2.5,6.2,.401,1.0,3.5,.274,1.5,2.7,.569,.479,0.7,0.9,.792,0.8,2.8,3.6,2.0,0.4,0.3,1.2,1.7,6.6,,willivi01
318,Thomas Bryant,27,2TM,C,66,8,14.6,2.5,4.9,.508,0.7,2.2,.324,1.7,2.6,.665,.583,0.8,1.0,.859,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,bryanth01
318,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,bryanth01
318,Thomas Bryant,27,IND,C,56,8,15.1,2.7,5.2,.515,0.8,2.3,.321,1.9,2.9,.673,.587,0.8,0.9,.830,1.4,2.5,3.9,0.9,0.5,0.6,0.5,1.2,6.9,,bryanth01
319,Donovan Clingan,20,POR,C,67,37,19.8,2.7,5.0,.539,0.2,0.7,.286,2.5,4.3,.582,.560,0.9,1.6,.596,3.2,4.6,7.9,1.1,0.5,1.6,1.1,2.8,6.5,,clingdo01
320,Seth Curry,34,CHO,SG,68,14,15.6,2.4,5.0,.478,1.2,2.7,.456,1.2,2.4,.503,.599,0.5,0.6,.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,curryse01
321,Haywood Highsmith,28,MIA,SF,74,42,24.6,2.4,5.3,.458,1.2,3.1,.382,1.2,2.1,.570,.572,0.4,0.6,.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,,highsha01
322,Talen Horton-Tucker,24,CHI,SG,58,0,12.5,2.3,5.0,.457,0.7,2.1,.336,1.6,2.9,.544,.527,1.2,1.7,.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,,hortota01
323,Trey Lyles,29,SAC,PF,69,5,19.6,2.3,5.4,.420,1.2,3.4,.340,1.1,2.0,.559,.528,0.8,1.2,.700,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,,lylestr01
324,Ajay Mitchell,22,OKC,SG,36,1,16.6,2.5,5.1,.495,0.6,1.7,.383,1.9,3.4,.548,.557,0.8,1.0,.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,,mitchaj01
325,Gary Payton II,32,GSW,SG,62,11,15.0,2.8,4.8,.574,0.5,1.5,.326,2.3,3.3,.690,.626,0.4,0.6,.711,0.9,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.5,,paytoga02
326,Zach Collins,27,2TM,PF,64,12,15.3,2.4,4.7,.507,0.5,1.7,.302,1.9,3.1,.617,.560,1.1,1.2,.885,1.6,2.9,4.5,1.7,0.5,0.5,0.9,2.1,6.4,,colliza01
326,Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,.462,0.4,1.3,.304,1.3,2.4,.547,.515,0.9,1.0,.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,,colliza01
326,Zach Collins,27,CHI,PF,28,8,19.7,3.3,6.1,.541,0.6,2.1,.300,2.6,3.9,.673,.594,1.4,1.5,.884,2.3,4.4,6.7,2.1,0.5,0.5,1.3,2.2,8.6,,colliza01
327,Kris Dunn,30,LAC,PG,74,58,24.1,2.6,5.9,.439,1.0,3.0,.335,1.6,2.9,.549,.525,0.2,0.3,.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,,dunnkr01
328,Ron Holland,19,DET,SF,81,2,15.6,2.4,5.1,.474,0.4,1.9,.238,2.0,3.3,.608,.517,1.1,1.5,.754,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.7,6.4,,hollaro01
329,KJ Martin,24,2TM,PF,43,16,21.2,2.6,4.7,.552,0.3,1.3,.259,2.2,3.3,.671,.590,0.9,1.1,.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,,martike04
329,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,,martike04
329,KJ Martin,24,UTA,SF,19,9,22.7,2.6,5.4,.490,0.4,1.9,.189,2.3,3.4,.662,.525,0.7,0.9,.722,0.5,2.3,2.8,1.5,0.3,0.3,0.6,2.1,6.3,,martike04
330,Gabe Vincent,28,LAL,PG,72,11,21.2,2.3,5.8,.400,1.5,4.3,.353,0.8,1.5,.532,.530,0.2,0.3,.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,vincega01
331,Sandro Mamukelashvili,25,SAS,PF,61,0,11.2,2.3,4.6,.502,1.0,2.6,.373,1.3,2.0,.675,.609,0.7,1.0,.741,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,,mamuksa01
332,Jeremiah Robinson-Earl,24,NOP,PF,66,9,18.8,2.4,5.3,.455,0.8,2.5,.341,1.5,2.8,.557,.536,0.7,0.8,.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,,robinje02
333,Kenrich Williams,30,OKC,PF,69,7,16.4,2.5,5.1,.483,1.0,2.5,.386,1.5,2.7,.574,.576,0.4,0.6,.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,,willike04
334,Bones Hyland,24,2TM,PG,24,0,10.0,2.0,4.9,.398,1.3,3.4,.390,0.6,1.5,.417,.534,1.0,1.1,.885,0.2,0.8,1.0,1.3,0.8,0.2,1.0,1.2,6.2,,hylanbo01
334,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,,hylanbo01
334,Bones Hyland,24,MIN,PG,4,0,4.3,0.5,0.8,.667,0.3,0.5,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.3,0.8,1.3,,hylanbo01
335,Jonathan Mogbo,23,TOR,PF,63,18,20.4,2.5,5.7,.438,0.3,1.1,.243,2.2,4.5,.486,.462,1.0,1.3,.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,mogbojo01
336,Ryan Rollins,22,MIL,PG,56,19,14.6,2.4,4.8,.487,0.9,2.1,.408,1.5,2.7,.550,.577,0.6,0.8,.800,0.4,1.6,1.9,1.9,0.8,0.3,0.9,1.6,6.2,,rolliry01
337,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,smithdr01
338,Isaac Okoro,24,CLE,SG,55,22,19.1,2.3,4.9,.464,1.0,2.7,.371,1.2,2.1,.586,.569,0.6,0.8,.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,okorois01
339,Jarace Walker,21,IND,PF,75,5,15.8,2.3,4.8,.472,1.0,2.5,.405,1.3,2.3,.543,.576,0.6,0.9,.667,0.3,2.7,3.1,1.5,0.7,0.3,1.0,1.5,6.1,,walkeja02
340,N'Faly Dante,23,HOU,C,4,0,12.8,2.5,3.3,.769,0.0,0.0,,2.5,3.3,.769,.769,1.0,1.3,.800,1.5,3.8,5.3,0.5,0.3,1.3,0.5,2.3,6.0,,nfalyda01
341,Mouhamed Gueye,22,ATL,PF,33,28,16.2,2.2,5.2,.421,0.6,2.5,.259,1.5,2.7,.567,.482,1.0,1.3,.762,1.3,2.9,4.2,0.8,0.8,1.0,0.5,1.7,6.0,,gueyemo02
342,Luke Kornet,29,BOS,C,73,16,18.6,2.6,3.8,.668,0.0,0.0,.000,2.6,3.8,.675,.668,0.9,1.3,.691,2.6,2.7,5.3,1.6,0.5,1.0,0.4,1.6,6.0,,kornelu01
343,Isaiah Mobley,25,PHI,PF,1,0,17.0,2.0,7.0,.286,1.0,3.0,.333,1.0,4.0,.250,.357,1.0,2.0,.500,1.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,6.0,,mobleis01
344,Isaiah Stewart,23,DET,C,72,4,19.9,2.4,4.4,.559,0.2,0.7,.321,2.2,3.6,.607,.586,0.9,1.2,.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0,,stewais01
345,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,wisemja01
346,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,wongis01
347,Cole Swider,25,2TM,SF,10,0,16.9,2.2,6.3,.349,1.5,4.7,.319,0.7,1.6,.438,.468,0.0,0.1,.000,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,,swideco01
347,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,swideco01
347,Cole Swider,25,TOR,SF,8,0,19.5,2.8,7.3,.379,1.9,5.3,.357,0.9,2.0,.438,.509,0.0,0.1,.000,0.6,2.5,3.1,0.3,0.5,0.3,0.5,1.4,7.4,,swideco01
348,Chuma Okeke,26,2TM,PF,9,3,21.8,2.2,4.4,.500,1.2,3.1,.393,1.0,1.3,.750,.638,0.2,0.3,.667,2.3,2.9,5.2,1.7,0.6,0.4,0.3,0.6,5.9,,okekech01
348,Chuma Okeke,26,PHI,PF,7,3,24.4,2.6,4.7,.545,1.4,3.1,.455,1.1,1.6,.727,.697,0.3,0.4,.667,2.9,3.3,6.1,1.9,0.7,0.4,0.4,0.7,6.9,,okekech01
348,Chuma Okeke,26,CLE,PF,2,0,12.5,1.0,3.5,.286,0.5,3.0,.167,0.5,0.5,1.000,.357,0.0,0.0,,0.5,1.5,2.0,1.0,0.0,0.5,0.0,0.0,2.5,,okekech01
349,Kyle Anderson,31,2TM,PF,61,4,16.4,2.3,5.0,.469,0.4,1.1,.357,1.9,3.8,.502,.510,0.8,1.1,.738,0.9,2.5,3.4,2.4,0.7,0.5,0.6,1.3,5.9,,anderky01
349,Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,.450,0.5,1.4,.365,1.6,3.3,.487,.506,0.5,0.8,.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,,anderky01
349,Kyle Anderson,31,MIA,SF,25,1,18.4,2.6,5.4,.493,0.2,0.7,.333,2.4,4.6,.517,.515,1.2,1.5,.789,1.0,2.8,3.8,2.6,0.6,0.5,0.7,1.6,6.7,,anderky01
350,Simone Fontecchio,29,DET,SF,75,0,16.5,2.0,5.0,.402,1.0,3.0,.335,1.0,1.9,.507,.504,0.9,1.1,.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9,,fontesi01
351,Collin Gillespie,25,PHO,PG,33,9,14.0,2.1,4.8,.430,1.2,2.7,.433,0.9,2.1,.426,.554,0.6,0.7,.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,,gilleco01
352,Tidjane Salaün,19,CHO,PF,60,10,20.7,1.9,5.8,.330,1.0,3.4,.283,0.9,2.3,.400,.414,1.1,1.6,.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,,salauti01
353,Jaylin Williams,22,OKC,PF,47,9,16.7,2.1,4.7,.439,1.3,3.3,.399,0.8,1.4,.529,.577,0.5,0.6,.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,,willija07
354,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,.694,0.0,0.0,,2.6,3.8,.694,.694,0.6,0.8,.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,,brownmo01
354,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,,brownmo01
354,Moses Brown,25,DAL,C,4,2,18.3,5.3,7.3,.724,0.0,0.0,,5.3,7.3,.724,.724,1.3,1.5,.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,,brownmo01
355,Adem Bona,21,PHI,C,58,11,15.6,2.3,3.3,.703,0.0,0.0,.000,2.3,3.3,.707,.703,1.2,1.7,.670,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,,bonaad01
356,Quenton Jackson,26,IND,PG,28,7,13.6,2.1,4.4,.475,0.5,1.4,.375,1.5,2.9,.524,.537,1.1,1.4,.775,0.5,1.1,1.6,1.9,0.8,0.2,0.6,1.5,5.8,,jacksqu01
357,Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,.641,0.1,0.2,.333,2.5,3.8,.653,.647,0.8,0.9,.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,williro04
358,Moussa Diabaté,23,CHO,C,71,8,17.5,2.4,3.9,.596,0.0,0.1,.000,2.4,3.9,.609,.596,1.0,1.6,.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,diabamo01
359,Dariq Whitehead,20,BRK,SF,20,0,12.3,2.0,4.8,.406,1.7,3.7,.446,0.3,1.1,.273,.578,0.2,0.3,.600,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,,whiteda01
360,Landry Shamet,27,NYK,SG,50,0,15.2,2.1,4.6,.461,1.2,3.1,.397,0.9,1.5,.595,.596,0.2,0.4,.667,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,,shamela01
361,Jordan Goodwin,26,LAL,PG,29,5,18.7,2.2,5.0,.438,0.9,2.3,.382,1.3,2.6,.487,.528,0.3,0.4,.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,,goodwjo01
362,Shake Milton,28,2TM,SG,57,2,14.7,2.0,4.5,.453,0.7,1.9,.358,1.4,2.6,.520,.528,0.8,1.0,.797,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.5,,miltosh01
362,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,,miltosh01
362,Shake Milton,28,LAL,SG,30,1,11.5,1.4,3.2,.433,0.3,1.1,.294,1.1,2.1,.508,.485,0.7,0.9,.846,0.5,1.3,1.8,1.3,0.3,0.1,0.7,0.8,3.9,,miltosh01
363,Aaron Holiday,28,HOU,PG,62,3,12.8,1.9,4.3,.437,1.2,2.9,.398,0.7,1.4,.517,.571,0.5,0.7,.829,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,,holidaa01
364,Jeff Green,38,HOU,PF,32,3,12.4,1.9,3.8,.504,0.9,2.5,.367,1.0,1.3,.762,.624,0.7,0.8,.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,,greenje02
365,Jonathan Isaac,27,ORL,PF,71,1,15.4,1.9,4.6,.414,0.5,2.1,.258,1.3,2.4,.549,.474,1.0,1.5,.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,,isaacjo01
366,Dean Wade,28,CLE,PF,59,30,21.2,1.9,4.6,.413,1.4,3.8,.360,0.5,0.8,.653,.561,0.3,0.5,.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,,wadede01
367,Keaton Wallace,25,ATL,PG,31,5,16.2,2.1,5.2,.401,0.9,2.6,.329,1.2,2.6,.475,.485,0.4,0.4,1.000,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,,wallake01
368,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,bufkiko01
369,Jamal Cain,25,NOP,SF,37,0,13.6,1.8,4.3,.430,0.7,2.2,.325,1.1,2.1,.538,.513,0.9,1.4,.680,0.7,1.6,2.3,0.6,0.6,0.2,0.6,1.2,5.3,,cainja01
370,Pat Connaughton,32,MIL,SG,41,1,14.7,2.0,4.3,.469,0.6,2.0,.321,1.4,2.3,.594,.542,0.6,0.8,.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,,connapa01
